_id,Country,Project Name,Type,Status,Capacity (MW),Year of Completion,Country list of Sponsor/Developer,Sponsor/Developer Company,Country list of Lender/Financier,Lender/Financier Company,Country list of Construction/EPC,Construction Company/EPC Participant,Country_1,Province/State,District,Tributary,Latitude,Longitude,Proximity,Avg. Annual Output (MWh),Data Source,Announcement/More Information,Link,the_geom
253,Vietnam,Hoa Phu,Hydro,Operational,29,2014,Vietnam,Tam Long Hydro Power JSC.,,,,,Vietnam,Đắk Lắk,Buôn Ma Thuột,Srepok,12.6497,107.909,,132000,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/hoa-phu-Hydropower,,0101000020E6100000CA32C4B12EFA5A40226C787AA54C2940
254,Vietnam,Hoa Tham,Hydro,Operational,5.8,2018,,,,,,,,,,,22.6192,106.1,,,Open Development Vietnam,,https://data.opendevelopmentmekong.net/dataset/hydropower-plants-in-vietnam-by-october-2020,0101000020E610000065FED13769865A4029064834819E3640
255,Vietnam,Hoa Thuan,Hydro,Operational,17.4,2018,,,,,,,,,,,22.5428,106.494,,,Open Development Vietnam,,https://data.opendevelopmentmekong.net/dataset/hydropower-plants-in-vietnam-by-october-2020,0101000020E610000082A8FB00A49F5A40A54929E8F68A3640
256,Vietnam,Hoi Xuan,Hydro,Operational,102,2019,Vietnam,"Dong Mekong (Vietnam), VNECO Hoi Xuan Investment and Electricity Construction Joint Stock Company (VNECO Hoi Xuan) (Vietnam)",USA; Japan,Goldman Sachs ($115 million invstment) (USA); Tokyo-Mitsubishi. (Japan); MIGA (guarantees),China,Chongqing Minmetals and Machinery (CMMC) (China),Vietnam,Thanh Hóa,Quan Hóa,Ma mainstem,20.4447,105.053,,,Vietnam Electricity,"https://www.miga.org/project/hoi-xuan-Hydropower-project
 https://cdm.unfccc.int/Projects/DB/SQS1342766288.81/view; https://baothanhhoa.vn/kinh-te/nha-may-thuy-dien-hoi-xuan-phat-dien-to-may-thu-nhat-vao-thang-7--2019/97361.htm",https://en.evn.com.vn/userfile/User/huongbtt/files/2018/1/Quyetinh95CUCDTDL2017.pdf,0101000020E6100000A54E401361435A408BE07F2BD9713440
257,Vietnam,Hua Na,Hydro,Operational,180,2013,Vietnam,Hua Na HPP JSC (PVN) (Vietnam),,,Vietnam,Viet Nam Machinery Installation Corp. (Lilama),Vietnam,Nghệ An,Quế Phong,Nam Sam (Laos) - Chu (Vietnam),19.8706,105.101,,,Vietnam Electricity,"https://en.evn.com.vn/userfile/User/huongbtt/files/2018/1/Quyetinh95CUCDTDL2017.pdf
 https://www.industryabout.com/country-territories-3/2985-vietnam/Hydro-energy/55070-hua-na-Hydro-power-plant",,0101000020E61000006DC5FEB27B465A406688635DDCDE3340
258,Vietnam,Huoi Chan 1,Hydro,Operational,15,2020,,,,,,,,,,,21.6054,103.023,,,Open Development Vietnam,,https://data.opendevelopmentmekong.net/dataset/hydropower-plants-in-vietnam-by-october-2020,0101000020E61000005E2A36E675C1594068AF3E1EFA9A3540
259,Vietnam,Huoi Quang (Thủy điện Huội Quảng),Hydro,Operational,520,2015,Vietnam,Vietnam Electricity (EVN),,,Vietnam,Infrastructure Development and Construction Corporation(LICOGI) (Vietnam),Vietnam,Lai Châu,Than Uyên,Black-Li Xian,21.6966,103.878,,1904000,Vietnam Electricity,https://data.opendevelopmentmekong.net/vi/library_record/huoi-quang-Hydropower,https://www.licogi166.vn/en/cong-trinh-thuy-dien-ban-chat-a59.html,0101000020E61000000EBE30992AF85940350C1F1153B23540
260,Vietnam,Huong Dien,Hydro,Operational,81,2010,Vietnam,Huong Dien HPP JSC (Vietnam),,,,,Vietnam,Thừa Thiên Huế,Phong Điền,Song O Lau,16.46,107.423,,,Vietnam Electricity,https://en.evn.com.vn/userfile/User/huongbtt/files/2018/1/Quyetinh95CUCDTDL2017.pdf; https://data.opendevelopmentmekong.net/vi/library_record/huong-dien-Hydropower,,0101000020E61000006519E25817DB5A40F6285C8FC2753040
261,Vietnam,Huong Phung,Hydro,Operational,18,2021,,,,,,,,,,,16.7098,106.567,,,Open Development Vietnam,,https://data.opendevelopmentmekong.net/dataset/hydropower-plants-in-vietnam-by-october-2020,0101000020E6100000786000E143A45A40A27DACE0B7B53040
262,Vietnam,Huong Son,Hydro,Operational,33,2012,Vietnam,Huong Son Hydropower JSC,,,,,Vietnam,Hà Tĩnh,Hương Sơn,Ngan Pho-Ngan Truoi,18.446,105.151,,143000,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/huong-son-Hydropower,,0101000020E6100000A1F831E6AE495A401904560E2D723240
263,Vietnam,Ia Drang 2,Hydro,Operational,1.2,,Vietnam,Gia Lai Electricity JSC.,,,,,Vietnam,Gia Lai,Chư Prông,Srepok,13.7389,107.851,,,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/ia-drang-2-Hydropower,,0101000020E6100000F5DBD78173F65A405F07CE19517A2B40
264,Vietnam,Ia Grai 1,Hydro,Operational,10.8,2012,Vietnam,Quoc Cuong Gia Lai JSC,,,,,Vietnam,Gia Lai,Ia Grai,Sesan,13.9757,107.728,,,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/ia-grai-1-Hydropower,,0101000020E6100000D881734694EE5A40166A4DF38EF32B40
265,Vietnam,Ia Grai 2,Hydro,Operational,7.5,2014,Vietnam,Quoc Cuong Gia Lai JSC,,,,,Vietnam,Gia Lai,Ia Grai,Sesan,13.9756,107.793,,,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/ia-grai-2-Hydropower,,0101000020E61000003411363CBDF25A4088F4DBD781F32B40
266,Vietnam,Ia Grai 3,Hydro,Operational,7.5,2007,Vietnam,Song Da 4 JSC.,,,,,Vietnam,Gia Lai,Ia Grai,Sesan,14.0222,107.649,,40000,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/ia-grai-3-Hydropower,,0101000020E6100000A8C64B3789E95A4041F163CC5D0B2C40
267,Vietnam,Ia Krel 2,Hydro,Operational,5.5,,,,,,,,,,,,13.7884,107.549,,,Open Development Vietnam,,https://data.opendevelopmentmekong.net/dataset/hydropower-plants-in-vietnam-by-october-2020,0101000020E6100000DF5339ED29E35A40B07614E7A8932B40
268,Vietnam,Ia Puch 3,Hydro,Operational,6.6,,,,,,,,,,,,13.7334,107.805,,,Open Development Vietnam,,https://data.opendevelopmentmekong.net/dataset/hydropower-plants-in-vietnam-by-october-2020,0101000020E6100000583CF54883F35A40F646AD307D772B40
269,Vietnam,Ialy (Yali) (Nhà máy thủy điện Ialy),Hydro,Operational,720,2002,Vietnam,"Ialy Hydro Power Company, subsidiary of EVN (Vietnam)",,,,,Vietnam,Gia Lai,Chư Păh,Sesan,14.2274,107.829,,3680000,EVN,https://data.opendevelopmentmekong.net/vi/library_record/ia-ly-Hydropower,https://ejatlas.org/conflict/yali-falls-Hydropower-dam-vietnam,0101000020E61000005BD3BCE314F55A408638D6C56D742C40
270,Vietnam,Ke Go,Hydro,Operational,2.3,1988,,Ke Go Hydropower JSC,,,,,Vietnam,Hà Tĩnh,Cẩm Xuyên,"Vietnam Coastal Rivers Ha Tinh, Quang Binh",18.1953,105.928,,,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/ke-go-Hydropower,,0101000020E610000008AC1C5A647B5A40A7E8482EFF313240
271,Vietnam,Khao Mang - Upper and lower (Thủy điện Khao Mang Thượng & Hạ,Hydro,Operational,54.5,2017,Vietnam,EVN (Vietnam),,,,,Vietnam,Yên Bái,Mù Căng Chải,Black-Li Xian,21.8586,104.036,,,Wikipedia,https://flovel.net/project-commissioning-khao-mang-hpp-vietnam/,,0101000020E6100000984C158C4A025A40C0046EDDCDDB3540
272,Vietnam,Khao Mang Ha,Hydro,Operational,30,2017,,,,,,,,,,,21.8779,103.943,,,Open Development Vietnam,,https://data.opendevelopmentmekong.net/dataset/hydropower-plants-in-vietnam-by-october-2020,0101000020E6100000AE2990D959FC5940622D3E05C0E03540
273,Vietnam,Khao Mang Thuong,Hydro,Operational,24.5,2015,,,,,,,,,,,21.8676,103.999,,,Open Development Vietnam,,https://data.opendevelopmentmekong.net/dataset/hydropower-plants-in-vietnam-by-october-2020,0101000020E6100000D3FA5B02F0FF59401D1F2DCE18DE3540
274,Vietnam,Khe Bo,Hydro,Operational,50,,Vietnam,Viet Nam Electricity Development JSC (Vietnam),,,,,Vietnam,Nghệ An,Tương Dương,Song Ca,19.1813,104.663,,,Vietnam Electricity,https://en.evn.com.vn/userfile/User/huongbtt/files/2018/1/Quyetinh95CUCDTDL2017.pdf,,0101000020E6100000DF4F8D976E2A5A40CAC342AD692E3340
275,Vietnam,Khe Bo,Hydro,Operational,100,2013,,,,,,,,,,,19.1911,104.659,,,Open Development Vietnam,,https://data.opendevelopmentmekong.net/dataset/hydropower-plants-in-vietnam-by-october-2020,0101000020E61000004B72C0AE262A5A40E6E786A6EC303340
276,Vietnam,Khe Nghi,Hydro,Operational,8,2016,,,,,,,,,,,16.7004,106.773,,,Open Development Vietnam,,https://data.opendevelopmentmekong.net/dataset/hydropower-plants-in-vietnam-by-october-2020,0101000020E6100000C6DCB5847CB15A4062BD512B4CB33040
277,Vietnam,Khe Ron,Hydro,Operational,6,2009,Vietnam,Truong Thinh Group JSC.,,,,,Vietnam,Quảng Bình,Tuyên Hóa,Song Gianh,17.9168,105.971,,21000,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/khe-ron-Hydropower,,0101000020E6100000D95F764F1E7E5A4009F9A067B3EA3140
